indexDados;codigNomeMateria;codigoTurma;ano;semestre;professor;cargahoraria;horario;vagasOfertadas;vagasOcupadas;local;horarioSeparado;percDisciplina;salaSeparada;predio;lotacao;percOcupacaoReal;percOcupacaoTotal
802;FGA0164 - HUMANIDADES E CIDADANIA;4;2022;2;SANDRA MARIA FALEIROS LIMA;60h;46M5 46T1;80;75;FGA - SALA S2;6M5;;S2;UAC;130.0;;
803;FGA0164 - HUMANIDADES E CIDADANIA;4;2022;2;SANDRA MARIA FALEIROS LIMA;60h;46M5 46T1;80;75;FGA - SALA S2;4T1;;S2;UAC;130.0;;
804;FGA0164 - HUMANIDADES E CIDADANIA;4;2022;2;SANDRA MARIA FALEIROS LIMA;60h;46M5 46T1;80;75;FGA - SALA S2;6T1;;S2;UAC;130.0;;
805;FGA0164 - HUMANIDADES E CIDADANIA;5;2022;2;SANDRA MARIA FALEIROS LIMA;60h;46T45;60;54;FGA - SALA S4;4T4;;S4;UAC;130.0;;
806;FGA0164 - HUMANIDADES E CIDADANIA;5;2022;2;SANDRA MARIA FALEIROS LIMA;60h;46T45;60;54;FGA - SALA S4;4T5;;S4;UAC;130.0;;
807;FGA0164 - HUMANIDADES E CIDADANIA;5;2022;2;SANDRA MARIA FALEIROS LIMA;60h;46T45;60;54;FGA - SALA S4;6T4;;S4;UAC;130.0;;
808;FGA0164 - HUMANIDADES E CIDADANIA;5;2022;2;SANDRA MARIA FALEIROS LIMA;60h;46T45;60;54;FGA - SALA S4;6T5;;S4;UAC;130.0;;
809;FGA0164 - HUMANIDADES E CIDADANIA;6;2022;2;MÁRCIO HENRIQUE DE CARVALHO;60h;6M1234;80;68;FGA - SALA ANFITEATRO;6M1;;Anfiteatro;UAC;240.0;;
810;FGA0164 - HUMANIDADES E CIDADANIA;6;2022;2;MÁRCIO HENRIQUE DE CARVALHO;60h;6M1234;80;68;FGA - SALA ANFITEATRO;6M2;;Anfiteatro;UAC;240.0;;
811;FGA0164 - HUMANIDADES E CIDADANIA;6;2022;2;MÁRCIO HENRIQUE DE CARVALHO;60h;6M1234;80;68;FGA - SALA ANFITEATRO;6M3;;Anfiteatro;UAC;240.0;;
812;FGA0164 - HUMANIDADES E CIDADANIA;6;2022;2;MÁRCIO HENRIQUE DE CARVALHO;60h;6M1234;80;68;FGA - SALA ANFITEATRO;6M4;;Anfiteatro;UAC;240.0;;
813;FGA0164 - HUMANIDADES E CIDADANIA;7;2022;2;MÁRCIO HENRIQUE DE CARVALHO;60h;24M12;60;54;FGA - SALA I2;2M1;;I2;UAC;60.0;;
814;FGA0164 - HUMANIDADES E CIDADANIA;7;2022;2;MÁRCIO HENRIQUE DE CARVALHO;60h;24M12;60;54;FGA - SALA I2;2M2;;I2;UAC;60.0;;
815;FGA0164 - HUMANIDADES E CIDADANIA;7;2022;2;MÁRCIO HENRIQUE DE CARVALHO;60h;24M12;60;54;FGA - SALA I2;4M1;;I2;UAC;60.0;;
816;FGA0164 - HUMANIDADES E CIDADANIA;7;2022;2;MÁRCIO HENRIQUE DE CARVALHO;60h;24M12;60;54;FGA - SALA I2;4M2;;I2;UAC;60.0;;
817;FGA0166 - ELEMENTOS E MÉTODOS EM ELETRÔNICA;1;2022;2;FABIANO ARAUJO SOARES;60h;35T23;60;17;FGA - SALA I2;3T2;;I2;UAC;60.0;;
818;FGA0166 - ELEMENTOS E MÉTODOS EM ELETRÔNICA;1;2022;2;FABIANO ARAUJO SOARES;60h;35T23;60;17;FGA - SALA I2;3T3;;I2;UAC;60.0;;
819;FGA0166 - ELEMENTOS E MÉTODOS EM ELETRÔNICA;1;2022;2;FABIANO ARAUJO SOARES;60h;35T23;60;17;FGA - SALA I2;5T2;;I2;UAC;60.0;;
820;FGA0166 - ELEMENTOS E MÉTODOS EM ELETRÔNICA;1;2022;2;FABIANO ARAUJO SOARES;60h;35T23;60;17;FGA - SALA I2;5T3;;I2;UAC;60.0;;
821;FGA0167 - SISTEMAS AUTOMOTIVOS;1;2022;2;SALEH BARBOSA KHALIL;60h;46M34;45;42;FGA - SALA S2 E S1;4M3;;S2;UAC;130.0;;
822;FGA0167 - SISTEMAS AUTOMOTIVOS;1;2022;2;SALEH BARBOSA KHALIL;60h;46M34;45;42;FGA - SALA S2 E S1;4M4;;S2;UAC;130.0;;
823;FGA0167 - SISTEMAS AUTOMOTIVOS;1;2022;2;SALEH BARBOSA KHALIL;60h;46M34;45;42;FGA - SALA S2 E S1;6M3;;S2;UAC;130.0;;
824;FGA0167 - SISTEMAS AUTOMOTIVOS;1;2022;2;SALEH BARBOSA KHALIL;60h;46M34;45;42;FGA - SALA S2 E S1;6M4;;S2;UAC;130.0;;
825;FGA0167 - SISTEMAS AUTOMOTIVOS;1;2022;2;SALEH BARBOSA KHALIL;60h;46M34;45;42;FGA - SALA S2 E S1;4M3;;S1;UAC;130.0;;
826;FGA0167 - SISTEMAS AUTOMOTIVOS;1;2022;2;SALEH BARBOSA KHALIL;60h;46M34;45;42;FGA - SALA S2 E S1;4M4;;S1;UAC;130.0;;
827;FGA0167 - SISTEMAS AUTOMOTIVOS;1;2022;2;SALEH BARBOSA KHALIL;60h;46M34;45;42;FGA - SALA S2 E S1;6M3;;S1;UAC;130.0;;
828;FGA0167 - SISTEMAS AUTOMOTIVOS;1;2022;2;SALEH BARBOSA KHALIL;60h;46M34;45;42;FGA - SALA S2 E S1;6M4;;S1;UAC;130.0;;
829;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;1;2022;2;HIMILSYS HERNANDEZ GONZALEZ;30h;246M12;70;39;FGA - SALA I10;2M1;;I10;UAC;80.0;;
830;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;1;2022;2;HIMILSYS HERNANDEZ GONZALEZ;30h;246M12;70;39;FGA - SALA I10;2M2;;I10;UAC;80.0;;
831;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;1;2022;2;HIMILSYS HERNANDEZ GONZALEZ;30h;246M12;70;39;FGA - SALA I10;4M1;;I10;UAC;80.0;;
832;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;1;2022;2;HIMILSYS HERNANDEZ GONZALEZ;30h;246M12;70;39;FGA - SALA I10;4M2;;I10;UAC;80.0;;
833;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;1;2022;2;HIMILSYS HERNANDEZ GONZALEZ;30h;246M12;70;39;FGA - SALA I10;6M1;;I10;UAC;80.0;;
834;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;1;2022;2;HIMILSYS HERNANDEZ GONZALEZ;30h;246M12;70;39;FGA - SALA I10;6M2;;I10;UAC;80.0;;
835;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;1;2022;2;SALEH BARBOSA KHALIL;60h;246M12;70;39;FGA - SALA I10;2M1;;I10;UAC;80.0;;
836;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;1;2022;2;SALEH BARBOSA KHALIL;60h;246M12;70;39;FGA - SALA I10;2M2;;I10;UAC;80.0;;
837;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;1;2022;2;SALEH BARBOSA KHALIL;60h;246M12;70;39;FGA - SALA I10;4M1;;I10;UAC;80.0;;
838;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;1;2022;2;SALEH BARBOSA KHALIL;60h;246M12;70;39;FGA - SALA I10;4M2;;I10;UAC;80.0;;
839;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;1;2022;2;SALEH BARBOSA KHALIL;60h;246M12;70;39;FGA - SALA I10;6M1;;I10;UAC;80.0;;
840;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;1;2022;2;SALEH BARBOSA KHALIL;60h;246M12;70;39;FGA - SALA I10;6M2;;I10;UAC;80.0;;
841;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;2;2022;2;CRISTIAN VENDITTOZZI;90h;235M34;70;62;FGA - SALA I10;2M3;;I10;UAC;80.0;;
842;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;2;2022;2;CRISTIAN VENDITTOZZI;90h;235M34;70;62;FGA - SALA I10;2M4;;I10;UAC;80.0;;
843;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;2;2022;2;CRISTIAN VENDITTOZZI;90h;235M34;70;62;FGA - SALA I10;3M3;;I10;UAC;80.0;;
844;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;2;2022;2;CRISTIAN VENDITTOZZI;90h;235M34;70;62;FGA - SALA I10;3M4;;I10;UAC;80.0;;
845;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;2;2022;2;CRISTIAN VENDITTOZZI;90h;235M34;70;62;FGA - SALA I10;5M3;;I10;UAC;80.0;;
846;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;2;2022;2;CRISTIAN VENDITTOZZI;90h;235M34;70;62;FGA - SALA I10;5M4;;I10;UAC;80.0;;
847;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;3;2022;2;MATEUS RODRIGUES MIRANDA;90h;356T45;70;43;FGA - SALA S10;3T4;;S10;UAC;80.0;;
848;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;3;2022;2;MATEUS RODRIGUES MIRANDA;90h;356T45;70;43;FGA - SALA S10;3T5;;S10;UAC;80.0;;
849;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;3;2022;2;MATEUS RODRIGUES MIRANDA;90h;356T45;70;43;FGA - SALA S10;5T4;;S10;UAC;80.0;;
850;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;3;2022;2;MATEUS RODRIGUES MIRANDA;90h;356T45;70;43;FGA - SALA S10;5T5;;S10;UAC;80.0;;
851;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;3;2022;2;MATEUS RODRIGUES MIRANDA;90h;356T45;70;43;FGA - SALA S10;6T4;;S10;UAC;80.0;;
852;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;3;2022;2;MATEUS RODRIGUES MIRANDA;90h;356T45;70;43;FGA - SALA S10;6T5;;S10;UAC;80.0;;
853;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;4;2022;2;HIMILSYS HERNANDEZ GONZALEZ;90h;235M34;70;56;FGA - SALA S10;2M3;;S10;UAC;80.0;;
854;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;4;2022;2;HIMILSYS HERNANDEZ GONZALEZ;90h;235M34;70;56;FGA - SALA S10;2M4;;S10;UAC;80.0;;
855;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;4;2022;2;HIMILSYS HERNANDEZ GONZALEZ;90h;235M34;70;56;FGA - SALA S10;3M3;;S10;UAC;80.0;;
856;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;4;2022;2;HIMILSYS HERNANDEZ GONZALEZ;90h;235M34;70;56;FGA - SALA S10;3M4;;S10;UAC;80.0;;
857;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;4;2022;2;HIMILSYS HERNANDEZ GONZALEZ;90h;235M34;70;56;FGA - SALA S10;5M3;;S10;UAC;80.0;;
858;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;4;2022;2;HIMILSYS HERNANDEZ GONZALEZ;90h;235M34;70;56;FGA - SALA S10;5M4;;S10;UAC;80.0;;
859;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;5;2022;2;ENEIDA GONZALEZ VALDES;90h;246M12;75;58;FGA - SALA S10;2M1;;S10;UAC;80.0;;
860;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;5;2022;2;ENEIDA GONZALEZ VALDES;90h;246M12;75;58;FGA - SALA S10;2M2;;S10;UAC;80.0;;
861;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;5;2022;2;ENEIDA GONZALEZ VALDES;90h;246M12;75;58;FGA - SALA S10;4M1;;S10;UAC;80.0;;
862;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;5;2022;2;ENEIDA GONZALEZ VALDES;90h;246M12;75;58;FGA - SALA S10;4M2;;S10;UAC;80.0;;
863;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;5;2022;2;ENEIDA GONZALEZ VALDES;90h;246M12;75;58;FGA - SALA S10;6M1;;S10;UAC;80.0;;
864;FGA0168 - DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;5;2022;2;ENEIDA GONZALEZ VALDES;90h;246M12;75;58;FGA - SALA S10;6M2;;S10;UAC;80.0;;
865;FGA0169 - FONTES DE ENERGIA E TECNOLOGIAS DE CONVERSÃO;1;2022;2;AUGUSTO CESAR DE MENDONCA BRASIL;60h;46M12;60;34;FGA - SALA S7;4M1;;S7;UAC;60.0;;
866;FGA0169 - FONTES DE ENERGIA E TECNOLOGIAS DE CONVERSÃO;1;2022;2;AUGUSTO CESAR DE MENDONCA BRASIL;60h;46M12;60;34;FGA - SALA S7;4M2;;S7;UAC;60.0;;
867;FGA0169 - FONTES DE ENERGIA E TECNOLOGIAS DE CONVERSÃO;1;2022;2;AUGUSTO CESAR DE MENDONCA BRASIL;60h;46M12;60;34;FGA - SALA S7;6M1;;S7;UAC;60.0;;
868;FGA0169 - FONTES DE ENERGIA E TECNOLOGIAS DE CONVERSÃO;1;2022;2;AUGUSTO CESAR DE MENDONCA BRASIL;60h;46M12;60;34;FGA - SALA S7;6M2;;S7;UAC;60.0;;
869;FGA0170 - FUNDAMENTOS DE SISTEMAS OPERACIONAIS;1;2022;2;TIAGO ALVES DA FONSECA;60h;26M12;80;75;FGA - SALA S09 E S4;2M1;;S9;UAC;130.0;;
870;FGA0170 - FUNDAMENTOS DE SISTEMAS OPERACIONAIS;1;2022;2;TIAGO ALVES DA FONSECA;60h;26M12;80;75;FGA - SALA S09 E S4;2M2;;S9;UAC;130.0;;
871;FGA0170 - FUNDAMENTOS DE SISTEMAS OPERACIONAIS;1;2022;2;TIAGO ALVES DA FONSECA;60h;26M12;80;75;FGA - SALA S09 E S4;6M1;;S9;UAC;130.0;;
872;FGA0170 - FUNDAMENTOS DE SISTEMAS OPERACIONAIS;1;2022;2;TIAGO ALVES DA FONSECA;60h;26M12;80;75;FGA - SALA S09 E S4;6M2;;S9;UAC;130.0;;
873;FGA0170 - FUNDAMENTOS DE SISTEMAS OPERACIONAIS;1;2022;2;TIAGO ALVES DA FONSECA;60h;26M12;80;75;FGA - SALA S09 E S4;2M1;;S4;UAC;130.0;;
874;FGA0170 - FUNDAMENTOS DE SISTEMAS OPERACIONAIS;1;2022;2;TIAGO ALVES DA FONSECA;60h;26M12;80;75;FGA - SALA S09 E S4;2M2;;S4;UAC;130.0;;
875;FGA0170 - FUNDAMENTOS DE SISTEMAS OPERACIONAIS;1;2022;2;TIAGO ALVES DA FONSECA;60h;26M12;80;75;FGA - SALA S09 E S4;6M1;;S4;UAC;130.0;;
876;FGA0170 - FUNDAMENTOS DE SISTEMAS OPERACIONAIS;1;2022;2;TIAGO ALVES DA FONSECA;60h;26M12;80;75;FGA - SALA S09 E S4;6M2;;S4;UAC;130.0;;
877;FGA0172 - REQUISITOS DE SOFTWARE;1;2022;2;GEORGE MARSICANO CORREA;60h;35T23;45;33;FGA - SALA I7;3T2;;I7;UAC;40.0;;
878;FGA0172 - REQUISITOS DE SOFTWARE;1;2022;2;GEORGE MARSICANO CORREA;60h;35T23;45;33;FGA - SALA I7;3T3;;I7;UAC;40.0;;
879;FGA0172 - REQUISITOS DE SOFTWARE;1;2022;2;GEORGE MARSICANO CORREA;60h;35T23;45;33;FGA - SALA I7;5T2;;I7;UAC;40.0;;
880;FGA0172 - REQUISITOS DE SOFTWARE;1;2022;2;GEORGE MARSICANO CORREA;60h;35T23;45;33;FGA - SALA I7;5T3;;I7;UAC;40.0;;
881;FGA0172 - REQUISITOS DE SOFTWARE;2;2022;2;ANDRE BARROS DE SALES;60h;35M34;48;48;FGA - SALA I5;3M3;;I5;UAC;45.0;;
882;FGA0172 - REQUISITOS DE SOFTWARE;2;2022;2;ANDRE BARROS DE SALES;60h;35M34;48;48;FGA - SALA I5;3M4;;I5;UAC;45.0;;
883;FGA0172 - REQUISITOS DE SOFTWARE;2;2022;2;ANDRE BARROS DE SALES;60h;35M34;48;48;FGA - SALA I5;5M3;;I5;UAC;45.0;;
884;FGA0172 - REQUISITOS DE SOFTWARE;2;2022;2;ANDRE BARROS DE SALES;60h;35M34;48;48;FGA - SALA I5;5M4;;I5;UAC;45.0;;
885;FGA0173 - INTERAÇÃO HUMANO COMPUTADOR;1;2022;2;SERGIO ANTONIO ANDRADE DE FREITAS;60h;24M34;42;39;FGA - SALA S7 E I6;2M3;;S7;UAC;60.0;;
886;FGA0173 - INTERAÇÃO HUMANO COMPUTADOR;1;2022;2;SERGIO ANTONIO ANDRADE DE FREITAS;60h;24M34;42;39;FGA - SALA S7 E I6;2M4;;S7;UAC;60.0;;
887;FGA0173 - INTERAÇÃO HUMANO COMPUTADOR;1;2022;2;SERGIO ANTONIO ANDRADE DE FREITAS;60h;24M34;42;39;FGA - SALA S7 E I6;4M3;;S7;UAC;60.0;;
888;FGA0173 - INTERAÇÃO HUMANO COMPUTADOR;1;2022;2;SERGIO ANTONIO ANDRADE DE FREITAS;60h;24M34;42;39;FGA - SALA S7 E I6;4M4;;S7;UAC;60.0;;
889;FGA0173 - INTERAÇÃO HUMANO COMPUTADOR;1;2022;2;SERGIO ANTONIO ANDRADE DE FREITAS;60h;24M34;42;39;FGA - SALA S7 E I6;2M3;;I6;UAC;40.0;;
890;FGA0173 - INTERAÇÃO HUMANO COMPUTADOR;1;2022;2;SERGIO ANTONIO ANDRADE DE FREITAS;60h;24M34;42;39;FGA - SALA S7 E I6;2M4;;I6;UAC;40.0;;
891;FGA0173 - INTERAÇÃO HUMANO COMPUTADOR;1;2022;2;SERGIO ANTONIO ANDRADE DE FREITAS;60h;24M34;42;39;FGA - SALA S7 E I6;4M3;;I6;UAC;40.0;;
892;FGA0173 - INTERAÇÃO HUMANO COMPUTADOR;1;2022;2;SERGIO ANTONIO ANDRADE DE FREITAS;60h;24M34;42;39;FGA - SALA S7 E I6;4M4;;I6;UAC;40.0;;
893;FGA0173 - INTERAÇÃO HUMANO COMPUTADOR;2;2022;2;ANDRE BARROS DE SALES;60h;35M12;51;46;FGA - SALA MOCAP;3M1;;Mocap;UED;60.0;;
894;FGA0173 - INTERAÇÃO HUMANO COMPUTADOR;2;2022;2;ANDRE BARROS DE SALES;60h;35M12;51;46;FGA - SALA MOCAP;3M2;;Mocap;UED;60.0;;
895;FGA0173 - INTERAÇÃO HUMANO COMPUTADOR;2;2022;2;ANDRE BARROS DE SALES;60h;35M12;51;46;FGA - SALA MOCAP;5M1;;Mocap;UED;60.0;;
896;FGA0173 - INTERAÇÃO HUMANO COMPUTADOR;2;2022;2;ANDRE BARROS DE SALES;60h;35M12;51;46;FGA - SALA MOCAP;5M2;;Mocap;UED;60.0;;
897;FGA0175 - ENGENHARIA DE PETRÓLEO E GÁS;1;2022;2;FELIPE CHAGAS STORTI;60h;35T45;45;27;FGA - SALA S5;3T4;;S5;UAC;45.0;;
898;FGA0175 - ENGENHARIA DE PETRÓLEO E GÁS;1;2022;2;FELIPE CHAGAS STORTI;60h;35T45;45;27;FGA - SALA S5;3T5;;S5;UAC;45.0;;
899;FGA0175 - ENGENHARIA DE PETRÓLEO E GÁS;1;2022;2;FELIPE CHAGAS STORTI;60h;35T45;45;27;FGA - SALA S5;5T4;;S5;UAC;45.0;;
900;FGA0175 - ENGENHARIA DE PETRÓLEO E GÁS;1;2022;2;FELIPE CHAGAS STORTI;60h;35T45;45;27;FGA - SALA S5;5T5;;S5;UAC;45.0;;
901;FGA0177 - ANÁLISE INSTRUMENTAL DE COMBUSTÍVEIS;1;2022;2;MARIA DEL PILAR HIDALGO FALLA;60h;35T23;45;4;FGA - SALA I5;3T2;;I5;UAC;45.0;;
902;FGA0177 - ANÁLISE INSTRUMENTAL DE COMBUSTÍVEIS;1;2022;2;MARIA DEL PILAR HIDALGO FALLA;60h;35T23;45;4;FGA - SALA I5;3T3;;I5;UAC;45.0;;
903;FGA0177 - ANÁLISE INSTRUMENTAL DE COMBUSTÍVEIS;1;2022;2;MARIA DEL PILAR HIDALGO FALLA;60h;35T23;45;4;FGA - SALA I5;5T2;;I5;UAC;45.0;;
904;FGA0177 - ANÁLISE INSTRUMENTAL DE COMBUSTÍVEIS;1;2022;2;MARIA DEL PILAR HIDALGO FALLA;60h;35T23;45;4;FGA - SALA I5;5T3;;I5;UAC;45.0;;
905;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;1;2022;2;RITA DE CASSIA SILVA;60h;35M34;50;15;FGA - SALA I9;3M3;;I9;UAC;130.0;;
906;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;1;2022;2;RITA DE CASSIA SILVA;60h;35M34;50;15;FGA - SALA I9;3M4;;I9;UAC;130.0;;
907;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;1;2022;2;RITA DE CASSIA SILVA;60h;35M34;50;15;FGA - SALA I9;5M3;;I9;UAC;130.0;;
908;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;1;2022;2;RITA DE CASSIA SILVA;60h;35M34;50;15;FGA - SALA I9;5M4;;I9;UAC;130.0;;
909;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;2;2022;2;MAURA ANGELICA MILFONT SHZU;60h;35T45;50;43;FGA - SALA S7;3T4;;S7;UAC;60.0;;
910;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;2;2022;2;MAURA ANGELICA MILFONT SHZU;60h;35T45;50;43;FGA - SALA S7;3T5;;S7;UAC;60.0;;
911;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;2;2022;2;MAURA ANGELICA MILFONT SHZU;60h;35T45;50;43;FGA - SALA S7;5T4;;S7;UAC;60.0;;
912;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;2;2022;2;MAURA ANGELICA MILFONT SHZU;60h;35T45;50;43;FGA - SALA S7;5T5;;S7;UAC;60.0;;
913;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;1;2022;2;MARIO DE OLIVEIRA ANDRADE;60h;35T45;130;128;FGA - SALA S3;3T4;;S3;UAC;130.0;;
914;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;1;2022;2;MARIO DE OLIVEIRA ANDRADE;60h;35T45;130;128;FGA - SALA S3;3T5;;S3;UAC;130.0;;
915;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;1;2022;2;MARIO DE OLIVEIRA ANDRADE;60h;35T45;130;128;FGA - SALA S3;5T4;;S3;UAC;130.0;;
916;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;1;2022;2;MARIO DE OLIVEIRA ANDRADE;60h;35T45;130;128;FGA - SALA S3;5T5;;S3;UAC;130.0;;
917;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;2;2022;2;REJANE MARIA DA COSTA FIGUEIREDO;60h;35T23;130;45;FGA - SALA I9;3T2;;I9;UAC;130.0;;
918;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;2;2022;2;REJANE MARIA DA COSTA FIGUEIREDO;60h;35T23;130;45;FGA - SALA I9;3T3;;I9;UAC;130.0;;
919;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;2;2022;2;REJANE MARIA DA COSTA FIGUEIREDO;60h;35T23;130;45;FGA - SALA I9;5T2;;I9;UAC;130.0;;
920;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;2;2022;2;REJANE MARIA DA COSTA FIGUEIREDO;60h;35T23;130;45;FGA - SALA I9;5T3;;I9;UAC;130.0;;
921;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M1;;I8;UAC;45.0;;
922;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M2;;I8;UAC;45.0;;
923;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M3;;I8;UAC;45.0;;
924;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M4;;I8;UAC;45.0;;
925;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;4M1;;I8;UAC;45.0;;
926;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;4M2;;I8;UAC;45.0;;
927;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M1;;Lab.Eletr.;UED;20.0;;
928;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M2;;Lab.Eletr.;UED;20.0;;
929;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M3;;Lab.Eletr.;UED;20.0;;
930;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M4;;Lab.Eletr.;UED;20.0;;
931;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;4M1;;Lab.Eletr.;UED;20.0;;
932;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;4M2;;Lab.Eletr.;UED;20.0;;
933;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;6M1;;S8;UAC;45.0;;
934;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;6M2;;S8;UAC;45.0;;
935;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;2T4;;S8;UAC;45.0;;
